"TIME","pH"
2020-11-27 12:10:00,7.64
2020-11-27 13:10:00,7.56
2020-11-27 14:10:00,7.62
2020-11-27 15:10:00,7.63
2020-11-27 16:10:00,7.62
2020-11-27 17:10:00,7.65
2020-11-27 18:10:00,7.65
2020-11-27 19:10:00,7.63
2020-11-27 20:10:00,7.65
2020-11-27 21:10:00,7.62
2020-11-27 22:10:00,7.61
2020-11-27 23:10:00,7.67
2020-11-28 00:10:00,7.63
2020-11-28 01:10:00,7.63
2020-11-28 02:10:00,7.68
2020-11-28 03:10:00,7.64
2020-11-28 04:10:00,7.66
2020-11-28 05:10:00,7.69
2020-11-28 06:10:00,7.63
2020-11-28 07:10:00,7.67
2020-11-28 08:10:00,7.66
2020-11-28 09:10:00,7.66
2020-11-28 10:10:00,7.62
2020-11-28 11:10:00,7.6
2020-11-28 12:10:00,7.62
2020-11-28 13:10:00,7.58
2020-11-28 14:10:00,7.63
2020-11-28 15:10:00,7.64
2020-11-28 16:10:00,7.63
2020-11-28 17:10:00,7.67
2020-11-28 18:10:00,7.64
2020-11-28 19:10:00,7.67
2020-11-28 20:10:00,7.63
2020-11-28 21:10:00,7.65
2020-11-28 22:10:00,7.68
2020-11-28 23:10:00,7.66
2020-11-29 00:10:00,7.68
2020-11-29 01:10:00,7.61
2020-11-29 02:10:00,7.67
2020-11-29 03:10:00,7.65
2020-11-29 04:10:00,7.64
2020-11-29 05:10:00,7.66
2020-11-29 06:10:00,7.67
2020-11-29 07:10:00,7.63
2020-11-29 08:10:00,7.64
2020-11-29 09:10:00,7.66
2020-11-29 10:10:00,7.63
2020-11-29 11:10:00,7.61
2020-11-29 12:10:00,7.67
2020-11-29 13:10:00,7.62
2020-11-29 14:10:00,7.64
2020-11-29 15:10:00,7.64
2020-11-29 16:10:00,7.65
2020-11-29 17:10:00,7.65
2020-11-29 18:10:00,7.66
2020-11-29 19:10:00,7.65
2020-11-29 20:10:00,7.65
2020-11-29 21:10:00,7.7
2020-11-29 22:10:00,7.68
2020-11-29 23:10:00,7.68
2020-11-30 00:10:00,7.6
2020-11-30 01:10:00,7.69
2020-11-30 02:10:00,7.68
2020-11-30 03:10:00,7.68
2020-11-30 04:10:00,7.65
2020-11-30 05:10:00,7.68
2020-11-30 06:10:00,7.69
2020-11-30 07:10:00,7.66
2020-11-30 08:10:00,7.65
2020-11-30 09:10:00,7.64
2020-11-30 10:10:00,7.55
2020-11-30 11:10:00,7.55
2020-11-30 12:10:00,7.62
2020-11-30 13:10:00,7.61
2020-11-30 14:10:00,7.56
2020-11-30 15:10:00,7.67
2020-11-30 16:10:00,7.64
2020-11-30 17:10:00,7.52
2020-11-30 18:10:00,7.68
2020-11-30 19:10:00,7.66
2020-11-30 20:10:00,7.64
2020-11-30 21:10:00,7.64
2020-11-30 22:10:00,7.68
2020-11-30 23:10:00,7.68
2020-12-01 00:10:00,7.66
2020-12-01 01:10:00,7.65
2020-12-01 02:10:00,7.67
2020-12-01 03:10:00,7.67
2020-12-01 04:10:00,7.71
2020-12-01 05:10:00,7.68
2020-12-01 06:10:00,7.67
2020-12-01 07:10:00,7.7
2020-12-01 08:10:00,7.66
2020-12-01 09:10:00,7.71
2020-12-03 15:17:00,7.1
2020-12-03 16:17:00,7.22
2020-12-03 17:17:00,2.9
2020-12-03 18:17:00,0.12
2020-12-03 19:17:00,0.12
2020-12-03 20:17:00,0.12
2020-12-03 21:17:00,0.12
2020-12-03 22:17:00,0.12
2020-12-03 23:17:00,0.12
2020-12-04 00:17:00,0.12
2020-12-04 01:17:00,0.12
2020-12-04 02:17:00,0.12
2020-12-04 03:17:00,0.12
2020-12-04 04:17:00,0.12
2020-12-04 05:17:00,0.12
2020-12-04 06:17:00,0.12
2020-12-04 07:17:00,0.12
2020-12-04 08:17:00,0.12
2020-12-04 09:17:00,2.32
2020-12-04 10:17:00,6.24
2020-12-04 11:17:00,6.41
2020-12-04 12:17:00,4.41
2020-12-04 13:17:00,1.52
2020-12-04 14:17:00,0.12
2020-12-04 15:17:00,0.12
2020-12-04 16:17:00,0.12
2020-12-04 17:17:00,0.12
2020-12-04 18:17:00,0.12
2020-12-04 19:17:00,0.12
2020-12-04 20:17:00,0.12
2020-12-04 21:17:00,0.12
2020-12-04 22:17:00,0.12
2020-12-04 23:17:00,0.12
2020-12-05 00:17:00,0.12
2020-12-05 01:17:00,0.12
2020-12-05 02:17:00,0.12
2020-12-05 04:47:00,0.12
2020-12-05 05:47:00,0.12
2020-12-05 06:47:00,0.12
2020-12-05 07:47:00,0.12
2020-12-05 08:47:00,0.12
2020-12-05 09:47:00,0.12
2020-12-05 11:04:00,0.12
2020-12-05 12:04:00,0.12
2020-12-05 13:04:00,0.12
2020-12-05 14:04:00,0.12
2020-12-05 15:04:00,0.12
2020-12-05 16:04:00,0.12
2020-12-05 17:04:00,0.12
2020-12-05 18:04:00,0.12
2020-12-05 19:04:00,0.12
2020-12-05 20:04:00,0.12
2020-12-05 21:04:00,0.12
2020-12-05 22:04:00,0.12
2020-12-05 23:47:00,0.12
2020-12-06 00:47:00,0.12
2020-12-06 01:47:00,0.12
2020-12-06 02:47:00,0.12
2020-12-06 03:47:00,0.12
2020-12-06 04:47:00,0.12
2020-12-06 05:47:00,0.12
2020-12-06 06:47:00,0.12
2020-12-06 07:47:00,0.12
2020-12-06 08:47:00,0.12
2020-12-06 09:47:00,0.12
2020-12-06 10:47:00,0.12
2020-12-06 11:47:00,0.12
2020-12-06 12:47:00,0.12
2020-12-06 13:47:00,0.12
2020-12-06 14:47:00,0.12
2020-12-06 15:47:00,0.12
2020-12-06 16:47:00,0.12
2020-12-06 17:47:00,0.12
2020-12-06 18:47:00,0.12
2020-12-06 19:47:00,0.12
2020-12-06 20:47:00,0.12
2020-12-06 21:47:00,0.12
2020-12-06 23:41:00,0.12
2020-12-07 00:41:00,3.49
2020-12-07 01:41:00,5.58
2020-12-07 02:41:00,5.2
2020-12-07 03:41:00,4.82
2020-12-07 04:41:00,4.87
2020-12-07 05:41:00,5.58
2020-12-07 06:41:00,5.49
2020-12-07 07:41:00,5.55
2020-12-07 08:41:00,5.76
2020-12-07 09:41:00,6.06
2020-12-07 10:41:00,5.86
2020-12-07 11:41:00,6.03
2020-12-07 12:41:00,0.12
2020-12-07 13:41:00,7.21
2020-12-07 14:41:00,7.24
2020-12-07 15:41:00,7.29
2020-12-07 16:41:00,7.36
2020-12-07 17:41:00,7.44
2020-12-07 18:41:00,7.55
2020-12-07 19:41:00,7.61
2020-12-07 20:41:00,7.59
2020-12-07 21:41:00,7.62
2020-12-07 22:41:00,7.61
2020-12-07 23:41:00,7.6
2020-12-08 00:41:00,7.61
2020-12-08 01:41:00,7.66
2020-12-08 03:20:00,7.7
2020-12-08 04:20:00,7.72
2020-12-08 05:20:00,7.73
2020-12-08 06:20:00,7.74
2020-12-08 07:20:00,7.75
2020-12-08 09:00:00,7.77
2020-12-08 10:00:00,7.77
2020-12-08 11:00:00,7.74
2020-12-08 12:00:00,7.77
2020-12-08 13:00:00,7.79
2020-12-08 14:00:00,7.8
2020-12-08 15:00:00,7.83
2020-12-08 16:00:00,7.84
2020-12-08 17:00:00,7.86
2020-12-08 18:00:00,7.86
2020-12-08 19:00:00,7.9
2020-12-08 20:00:00,7.9
2020-12-08 21:00:00,7.89
2020-12-08 22:00:00,7.91
2020-12-08 23:00:00,7.91
2020-12-09 00:00:00,7.92
2020-12-09 01:00:00,7.93
2020-12-09 02:00:00,7.93
2020-12-09 03:00:00,7.91
2020-12-09 04:00:00,7.9
2020-12-09 05:00:00,7.91
2020-12-09 06:00:00,7.93
2020-12-09 07:00:00,7.92
2020-12-09 08:00:00,7.92
2021-02-01 00:38:00,7.34
2021-02-01 00:38:00,7.33857
2021-02-01 01:38:00,7.34
2021-02-01 01:38:00,7.33769
2021-02-01 02:38:00,7.34
2021-02-01 02:38:00,7.34095
2021-02-01 03:38:00,7.34
2021-02-01 03:38:00,7.34178
2021-02-01 04:38:00,7.35
2021-02-01 04:38:00,7.34556
2021-02-01 05:38:00,7.35
2021-02-01 05:38:00,7.35357
2021-02-01 06:38:00,7.35
2021-02-01 06:38:00,7.35425
2021-02-01 07:38:00,7.36
2021-02-01 07:38:00,7.36362
2021-02-01 08:38:00,7.37
2021-02-01 08:38:00,7.36716
2021-02-01 09:38:00,7.36
2021-02-01 09:38:00,7.36028
2021-02-01 10:38:00,7.37
2021-02-01 10:38:00,7.36548
2021-02-01 11:38:00,7.37
2021-02-01 11:38:00,7.37398
2021-02-01 12:38:00,7.37
2021-02-01 12:38:00,7.37043
2021-02-01 13:38:00,7.36
2021-02-01 13:38:00,7.3643
2021-02-01 14:38:00,7.37
2021-02-01 14:38:00,7.3678
2021-02-01 15:38:00,7.37
2021-02-01 15:38:00,7.36646
2021-02-01 16:38:00,7.36
2021-02-01 16:38:00,7.36032
2021-02-01 17:38:00,7.35
2021-02-01 17:38:00,7.35499
2021-02-01 18:38:00,7.34
2021-02-01 18:38:00,7.3411
2021-02-01 19:38:00,7.35
2021-02-01 19:38:00,7.35079
2021-02-01 20:38:00,7.35
2021-02-01 20:38:00,7.34869
2021-02-01 21:38:00,7.36
2021-02-01 21:38:00,7.35563
2021-02-01 22:38:00,7.36
2021-02-01 22:38:00,7.3562
2021-02-01 23:38:00,7.36
2021-02-01 23:38:00,7.35927
2021-02-02 00:38:00,7.36
2021-02-02 00:38:00,7.36184
2021-02-02 01:38:00,7.36
2021-02-02 01:38:00,7.36113
2021-02-02 02:38:00,7.36
2021-02-02 02:38:00,7.36393
2021-02-02 03:38:00,7.37
2021-02-02 03:38:00,7.37028
2021-02-02 04:38:00,7.37
2021-02-02 04:38:00,7.37156
2021-02-02 05:38:00,7.37
2021-02-02 05:38:00,7.3716
2021-02-02 06:38:00,7.37
2021-02-02 06:38:00,7.36631
2021-02-02 07:38:00,7.37
2021-02-02 07:38:00,7.36634
2021-02-02 08:38:00,7.38
2021-02-02 08:38:00,7.37662
2021-02-02 09:38:00,7.36
2021-02-02 09:38:00,7.35508
2021-02-02 10:38:00,7.36
2021-02-02 10:38:00,7.3625
2021-02-02 11:38:00,7.37
2021-02-02 11:38:00,7.36698
2021-02-02 12:38:00,7.37
2021-02-02 12:38:00,7.36777
2021-02-02 13:38:00,7.38
2021-02-02 13:38:00,7.37932
2021-02-02 14:38:00,7.38
2021-02-02 14:38:00,7.37564
2021-02-02 15:38:00,7.37
2021-02-02 15:38:00,7.37066
2021-02-02 16:38:00,7.35
2021-02-02 16:38:00,7.3528
2021-02-02 17:38:00,7.35
2021-02-02 17:38:00,7.34976
2021-02-02 18:38:00,7.35
2021-02-02 18:38:00,7.34554
2021-02-02 19:38:00,7.34
2021-02-02 19:38:00,7.34302
2021-02-02 20:38:00,7.34
2021-02-02 20:38:00,7.341
2021-02-02 21:38:00,7.34
2021-02-02 21:38:00,7.34069
2021-02-02 22:38:00,7.34
2021-02-02 22:38:00,7.34064
2021-02-02 23:38:00,7.34
2021-02-02 23:38:00,7.34465
2021-02-03 00:38:00,7.35
2021-02-03 00:38:00,7.35055
2021-02-03 01:38:00,7.35
2021-02-03 01:38:00,7.34964
2021-02-03 02:38:00,7.35
2021-02-03 02:38:00,7.34976
2021-02-03 03:38:00,7.35
2021-02-03 03:38:00,7.34914
2021-02-03 04:38:00,7.35
2021-02-03 04:38:00,7.34932
2021-02-03 05:38:00,7.35
2021-02-03 05:38:00,7.34873
2021-02-03 06:38:00,7.35
2021-02-03 06:38:00,7.3509
2021-02-03 07:38:00,7.35
2021-02-03 07:38:00,7.34945
2021-02-03 08:38:00,7.36
2021-02-03 08:38:00,7.35941
2021-02-03 09:38:00,7.35
2021-02-03 09:38:00,7.35091
2021-02-03 10:38:00,7.35
2021-02-03 10:38:00,7.35494
2021-02-03 11:38:00,7.36
2021-02-03 11:38:00,7.35574
2021-02-03 12:38:00,7.35
2021-02-03 12:38:00,7.35142
2021-02-03 13:38:00,7.35
2021-02-03 13:38:00,7.34831
2021-02-03 14:38:00,7.35
2021-02-03 14:38:00,7.34534
2021-02-03 15:38:00,7.35
2021-02-03 15:38:00,7.34582
2021-02-03 16:38:00,7.34
2021-02-03 16:38:00,7.33682
2021-02-03 17:38:00,7.33
2021-02-03 17:38:00,7.3323
2021-02-03 18:38:00,7.33
2021-02-03 18:38:00,7.32622
2021-02-03 19:38:00,7.33
2021-02-03 19:38:00,7.32556
2021-02-03 20:38:00,7.32
2021-02-03 20:38:00,7.32058
2021-02-03 21:38:00,7.32
2021-02-03 21:38:00,7.32197
2021-02-03 22:38:00,7.33
2021-02-03 22:38:00,7.32807
2021-02-03 23:38:00,7.32
2021-02-03 23:38:00,7.31916
2021-02-04 00:38:00,7.32
2021-02-04 00:38:00,7.32426
2021-02-04 01:38:00,7.33
2021-02-04 01:38:00,7.32615
2021-02-04 02:38:00,7.33
2021-02-04 02:38:00,7.3339
2021-02-04 03:38:00,7.33
2021-02-04 03:38:00,7.32949
2021-02-04 04:38:00,7.33
2021-02-04 04:38:00,7.33263
2021-02-04 05:38:00,7.33
2021-02-04 05:38:00,7.33178
2021-02-04 06:38:00,7.34
2021-02-04 06:38:00,7.33685
2021-02-04 07:38:00,7.33
2021-02-04 07:38:00,7.33313
2021-02-04 08:38:00,7.34
2021-02-04 08:38:00,7.34324
2021-02-04 09:38:00,7.34
2021-02-04 09:38:00,7.34011
2021-02-04 10:38:00,7.34
2021-02-04 10:38:00,7.3407
2021-02-04 11:38:00,7.35
2021-02-04 11:38:00,7.34827
2021-02-04 12:38:00,7.34
2021-02-04 12:38:00,7.34326
2021-02-04 13:38:00,7.34
2021-02-04 13:38:00,7.34284
2021-02-04 14:38:00,7.35
2021-02-04 14:38:00,7.34689
2021-02-04 15:38:00,7.34
2021-02-04 15:38:00,7.34076
2021-02-04 16:38:00,7.33
2021-02-04 16:38:00,7.32893
2021-02-04 17:38:00,7.32
2021-02-04 17:38:00,7.32447
2021-02-04 18:38:00,7.32
2021-02-04 18:38:00,7.32131
2021-02-04 19:38:00,7.32
2021-02-04 19:38:00,7.31732
2021-02-04 20:38:00,7.32
2021-02-04 20:38:00,7.31658
2021-02-04 21:38:00,7.32
2021-02-04 21:38:00,7.32011
2021-02-04 22:38:00,7.32
2021-02-04 22:38:00,7.31694
2021-02-04 23:38:00,7.32
2021-02-04 23:38:00,7.31597
2021-02-05 00:38:00,7.32
2021-02-05 00:38:00,7.32036
2021-02-05 01:38:00,7.33
2021-02-05 01:38:00,7.32618
2021-02-05 02:38:00,7.32
2021-02-05 02:38:00,7.32271
2021-02-05 03:38:00,7.31
2021-02-05 03:38:00,7.31462
2021-02-05 04:38:00,7.33
2021-02-05 04:38:00,7.32992
2021-02-05 05:38:00,7.33
2021-02-05 05:38:00,7.3294
2021-02-05 06:38:00,7.34
2021-02-05 06:38:00,7.33688
2021-02-05 07:38:00,7.34
2021-02-05 07:38:00,7.33573
2021-02-05 08:38:00,7.34
2021-02-05 08:38:00,7.34489
2021-02-05 09:38:00,7.34
2021-02-05 09:38:00,7.34486
2021-02-05 10:38:00,7.35
2021-02-05 10:38:00,7.35042
2021-02-05 11:38:00,7.35
2021-02-05 11:38:00,7.34808
2021-02-05 12:38:00,7.33791
2021-02-05 13:38:00,7.34586
2021-02-05 14:38:00,7.33402
2021-02-05 15:38:00,7.33248
2021-02-05 16:38:00,7.32189
2021-02-05 17:38:00,7.31974
2021-02-05 18:38:00,7.32174
2021-02-05 19:38:00,7.31538
2021-02-05 20:38:00,7.32132
2021-02-05 21:38:00,7.32268
2021-02-05 22:38:00,7.32405
2021-02-05 23:38:00,7.32881
2021-02-06 00:38:00,7.3381
2021-02-06 01:38:00,7.34445
2021-02-06 02:38:00,7.34677
2021-02-06 03:38:00,7.35026
2021-02-06 04:38:00,7.34948
2021-02-06 05:38:00,7.35552
2021-02-06 06:38:00,7.353
2021-02-06 07:38:00,7.34654
2021-02-06 08:38:00,7.35877
2021-02-06 09:38:00,7.35147
2021-02-06 10:38:00,7.3549
2021-02-06 11:38:00,7.34477
2021-02-06 12:38:00,7.33805
2021-02-06 13:38:00,7.35153
2021-02-06 14:38:00,7.34494
2021-02-06 15:38:00,7.34189
2021-02-06 16:38:00,7.32496
2021-02-06 17:38:00,7.30989
2021-02-06 18:38:00,7.31766
2021-02-06 19:38:00,7.31229
2021-02-06 20:38:00,7.31903
2021-02-06 21:38:00,7.31705
2021-02-06 22:38:00,7.32116
2021-02-06 23:38:00,7.31253
2021-02-07 00:38:00,7.32102
2021-02-07 01:38:00,7.3195
2021-02-07 02:38:00,7.32466
2021-02-07 03:38:00,7.32155
2021-02-07 04:38:00,7.32679
2021-02-07 05:38:00,7.32217
2021-02-07 06:38:00,7.32542
2021-02-07 07:38:00,7.31948
2021-02-07 08:38:00,7.33902
2021-02-07 09:38:00,7.31234
2021-02-07 10:38:00,7.31838
2021-02-07 11:38:00,7.30886
2021-02-07 12:38:00,7.31909
2021-02-07 13:38:00,7.3044
2021-02-07 14:38:00,7.31126
2021-02-07 15:38:00,7.31148
2021-02-07 16:38:00,7.28848
2021-02-07 17:38:00,7.30195
2021-02-07 18:38:00,7.29378
2021-02-07 19:38:00,7.29955
2021-02-07 20:38:00,7.29239
2021-02-07 21:38:00,7.30292
2021-02-07 22:38:00,7.30884
2021-02-07 23:38:00,7.29956
2021-02-08 00:38:00,7.30206
2021-02-08 01:38:00,7.31067
2021-02-08 02:38:00,7.31126
2021-02-08 03:38:00,7.31348
2021-02-08 04:38:00,7.32161
2021-02-08 05:38:00,7.31696
2021-02-08 06:38:00,7.31135
2021-02-08 07:38:00,7.32687
2021-02-08 08:38:00,7.3261
2021-02-08 09:38:00,7.31253
2021-02-08 10:38:00,7.31928
2021-02-08 11:38:00,7.31538
2021-02-08 12:38:00,7.30673
2021-02-08 13:38:00,7.31543
2021-02-08 14:38:00,7.30837
2021-02-08 15:38:00,7.31581
2021-02-08 16:38:00,7.29449
2021-02-08 17:38:00,7.295
2021-02-08 18:38:00,7.29232
2021-02-08 19:38:00,7.30188
2021-02-08 20:38:00,7.29502
2021-02-08 21:38:00,7.30247
2021-02-08 22:38:00,7.29825
2021-02-08 23:38:00,7.30604
2021-02-09 00:38:00,7.30993
2021-02-09 01:38:00,7.31064
2021-02-09 02:38:00,7.31846
2021-02-09 03:38:00,7.31701
2021-02-09 04:38:00,7.31584
2021-02-09 05:38:00,7.31517
2021-02-09 06:38:00,7.32152
2021-02-09 07:38:00,7.32806
2021-02-09 08:38:00,7.3256
2021-02-09 09:38:00,7.34125
2021-02-09 10:38:00,7.33143
2021-02-09 11:38:00,7.34039
2021-02-09 12:38:00,7.34623
2021-02-09 13:38:00,7.34839
2021-02-09 14:38:00,7.3541
2021-02-09 15:38:00,7.35247
2021-02-09 16:38:00,7.33124
2021-02-09 17:38:00,7.32278
2021-02-09 18:38:00,7.31357
2021-02-09 19:38:00,7.32363
2021-02-09 20:38:00,7.33335
2021-02-09 21:38:00,7.32632
2021-02-09 22:38:00,7.33937
2021-02-09 23:38:00,7.34001
2021-02-10 00:38:00,7.34754
2021-02-10 01:38:00,7.34091
2021-02-10 02:38:00,7.35373
2021-02-10 03:38:00,7.34181
2021-02-10 04:38:00,7.34641
2021-02-10 05:38:00,7.34503
2021-02-10 06:38:00,7.35039
2021-02-10 07:38:00,7.32794
2021-02-10 08:38:00,7.32725
2021-02-10 09:38:00,7.33303
2021-02-10 10:38:00,7.3242
2021-02-10 11:38:00,7.3327
2021-02-10 12:38:00,7.32946
2021-02-10 13:38:00,7.32864
2021-02-10 16:09:00,7.29749
2021-02-10 17:09:00,7.32496
2021-02-10 18:09:00,7.32639
2021-02-10 19:09:00,7.33307
2021-02-10 20:09:00,7.34266
2021-02-10 21:09:00,7.3454
2021-02-10 22:09:00,7.35016
2021-02-10 23:09:00,7.34556
2021-02-11 00:09:00,7.35777
2021-02-11 01:09:00,7.3599
2021-02-11 02:09:00,7.35767
2021-02-11 03:09:00,7.36051
2021-02-11 04:09:00,7.36428
2021-02-11 05:09:00,7.36557
2021-02-11 06:09:00,7.37539
2021-02-11 07:09:00,7.3682
2021-02-11 08:09:00,7.36503
2021-02-11 09:09:00,7.36973
2021-02-11 10:09:00,7.37975
2021-02-11 11:09:00,7.37664
2021-02-11 12:09:00,7.38479
2021-02-11 13:09:00,7.38689
2021-02-11 14:09:00,7.37919
2021-02-11 15:09:00,7.38659
2021-02-11 16:09:00,7.35924
2021-02-11 17:09:00,7.34403
2021-02-11 18:09:00,7.34088
2021-02-11 19:09:00,7.35316
2021-02-11 20:09:00,7.35192
2021-02-11 21:09:00,7.35326
2021-02-11 22:09:00,7.36562
2021-02-11 23:09:00,7.36718
2021-02-12 00:09:00,7.37528
2021-02-12 01:09:00,7.3816
2021-02-12 02:09:00,7.38779
2021-02-12 03:09:00,7.39189
2021-02-12 04:09:00,7.40395
2021-02-12 05:09:00,7.40058
2021-02-12 06:09:00,7.41109
2021-02-12 07:09:00,7.40689
2021-02-12 08:09:00,7.39318
2021-02-12 09:09:00,7.39956
2021-02-12 10:09:00,7.39917
2021-02-12 11:09:00,7.39964
2021-02-12 12:09:00,7.4104
2021-02-12 13:09:00,7.40526
2021-02-12 14:09:00,7.41543
2021-02-12 15:09:00,7.41072
2021-02-12 16:09:00,7.3917
2021-02-12 17:09:00,7.37557
2021-02-12 18:09:00,7.36922
2021-02-12 19:09:00,7.37738
2021-02-12 20:09:00,7.38126
2021-02-12 21:09:00,7.39048
2021-02-12 22:09:00,7.39171
2021-02-12 23:09:00,7.39748
2021-02-13 00:09:00,7.39494
2021-02-13 01:09:00,7.39648
2021-02-13 02:09:00,7.39663
2021-02-13 03:09:00,7.39752
2021-02-13 04:09:00,7.40697
2021-02-13 05:09:00,7.41224
2021-02-13 06:09:00,7.41479
2021-02-13 07:09:00,7.41324
2021-02-13 08:09:00,7.41623
2021-02-13 09:09:00,7.41139
2021-02-13 10:09:00,7.41675
2021-02-13 11:09:00,7.42206
2021-02-13 12:09:00,7.42654
2021-02-13 13:09:00,7.42878
2021-02-13 14:09:00,7.44102
2021-02-13 15:09:00,7.45016
2021-02-13 16:09:00,7.41852
2021-02-13 17:09:00,7.40155
2021-02-13 18:09:00,7.38442
2021-02-13 19:09:00,7.38281
2021-02-13 20:09:00,7.39104
2021-02-13 21:09:00,7.39755
2021-02-13 22:09:00,7.39856
2021-02-13 23:09:00,7.398
2021-02-14 00:09:00,7.40693
2021-02-14 01:09:00,7.41201
2021-02-14 02:09:00,7.4107
2021-02-14 03:09:00,7.41339
2021-02-14 04:09:00,7.42583
2021-02-14 05:09:00,7.42567
2021-02-14 06:09:00,7.43878
2021-02-14 07:09:00,7.4248
2021-02-14 08:09:00,7.42322
2021-02-14 09:09:00,7.41184
2021-02-14 10:09:00,7.41456
2021-02-14 11:09:00,7.42178
2021-02-14 12:09:00,7.41822
2021-02-14 13:09:00,7.40686
2021-02-14 14:09:00,7.40879
2021-02-14 15:09:00,7.41812
2021-02-14 16:09:00,7.39708
2021-02-14 17:09:00,7.37582
2021-02-14 18:09:00,7.36456
2021-02-14 19:09:00,7.36396
2021-02-14 20:09:00,7.37004
2021-02-14 21:09:00,7.37897
2021-02-14 22:09:00,7.38196
2021-02-14 23:09:00,7.37846
2021-02-15 00:09:00,7.37438
2021-02-15 01:09:00,7.3794
2021-02-15 02:09:00,7.39042
2021-02-15 03:09:00,7.38911
2021-02-15 04:09:00,7.39637
2021-02-15 05:09:00,7.39713
2021-02-15 06:09:00,7.39023
2021-02-15 07:09:00,7.39348
2021-02-15 08:09:00,7.39861
2021-02-15 09:09:00,7.38391
2021-02-15 10:09:00,7.39608
2021-02-15 11:09:00,7.40126
2021-02-15 13:11:00,7.40039
2021-02-15 14:11:00,7.40648
2021-02-15 15:11:00,7.40657
2021-02-15 16:11:00,7.39022
2021-02-15 17:11:00,7.37667
2021-02-15 18:11:00,7.3654
2021-02-15 19:11:00,7.37255
2021-02-15 20:11:00,7.37729
2021-02-15 21:11:00,7.38235
2021-02-15 22:11:00,7.38483
2021-02-15 23:11:00,7.386
2021-02-16 00:11:00,7.38812
2021-02-16 01:11:00,7.39817
2021-02-16 02:11:00,7.38902
2021-02-16 03:11:00,7.39676
2021-02-16 04:11:00,7.40025
2021-02-16 05:11:00,7.40305
2021-02-16 06:11:00,7.40192
2021-02-16 07:11:00,7.40758
2021-02-16 08:11:00,7.41095
2021-02-16 09:11:00,7.39301
2021-02-16 10:11:00,7.39648
2021-02-16 11:11:00,7.38869
2021-02-16 12:11:00,7.3909
2021-02-16 13:11:00,7.37852
2021-02-16 14:11:00,7.38987
2021-02-16 15:11:00,7.39186
2021-02-16 16:11:00,7.20773
2021-02-16 17:11:00,7.26071
2021-02-16 18:11:00,7.27844
2021-02-16 19:11:00,7.29622
2021-02-16 20:11:00,7.30756
2021-02-16 21:11:00,7.32133
2021-02-16 22:11:00,7.33309
2021-02-16 23:11:00,7.33992
2021-02-17 00:11:00,7.34774
2021-02-17 01:11:00,7.35291
2021-02-17 02:11:00,7.35638
